user_id,age,gender,annual_income,device_mobile,traffic_source,product_category,current_session_duration_sec,time_spent_deviation,pages_viewed,basket_icon_click,cart_items_count_this_session,cart_total_value,scrolled_to_reviews,checked_delivery_pdp,saw_checkout,sign_in,is_returning_user,lifetime_purchases_count,customer_conversion_rate,days_since_last_discount,previous_review_sentiment,social_channels_followed_count,should_receive_discount
usr_0649,20,1,75234.03,1,4,0,299.7,65.5,5,1,2,62.81,1,0,0,1,1,5,0.152,180,1,1,1
usr_0650,30,1,72055.48,0,3,3,76.7,-110.0,2,0,0,4.53,0,0,0,1,0,0,0.005,999,1,1,1
usr_0651,45,1,41088.2,0,1,3,132.1,-73.1,2,1,4,92.14,1,0,1,0,0,0,0.005,999,1,0,1
usr_0652,42,0,62326.94,1,3,2,271.1,114.7,5,1,2,67.76,1,0,1,0,0,0,0.005,999,1,2,1
usr_0653,50,0,37510.18,0,4,0,233.2,102.8,6,1,2,49.92,0,0,1,1,1,4,0.121,60,0,0,1
usr_0654,55,1,30166.87,0,3,3,44.8,-119.2,3,1,1,18.26,0,1,1,1,1,5,0.147,12,1,2,1
usr_0655,23,1,43719.09,0,2,1,92.4,-75.5,4,1,1,36.7,0,0,0,1,1,3,0.103,60,1,3,0
usr_0656,61,0,70523.08,1,2,0,173.0,-14.7,5,0,0,5.22,1,1,0,0,0,0,0.005,999,1,0,1
usr_0657,62,1,72156.25,1,3,1,307.2,156.7,6,1,1,36.42,0,0,1,1,1,5,0.185,12,2,0,0
usr_0658,49,1,64235.54,1,2,0,307.4,126.4,6,0,0,3.39,1,1,0,1,0,0,0.005,999,1,0,1
usr_0659,62,1,68051.72,1,1,2,115.7,-111.4,3,1,1,32.67,0,1,1,1,1,4,0.364,180,1,0,1
usr_0660,64,0,64291.21,0,2,1,161.4,48.3,4,1,1,36.78,0,0,0,0,0,0,0.005,999,1,1,1
usr_0661,38,1,43453.33,1,4,0,91.7,-3.6,2,1,1,39.62,1,1,1,1,1,3,0.1,30,2,2,0
usr_0662,33,1,62774.61,1,4,0,124.6,-105.2,3,1,1,37.03,1,1,1,0,0,0,0.005,999,1,2,1
usr_0663,38,0,69407.37,0,1,0,306.2,184.7,7,1,3,119.16,1,1,1,1,1,3,0.143,180,2,1,1
usr_0664,28,0,68577.24,1,4,0,210.7,45.9,5,0,0,6.94,0,1,0,0,0,0,0.005,999,1,1,1
usr_0665,54,1,76400.44,1,2,1,132.0,-72.3,6,1,2,65.68,0,0,1,1,1,5,0.5,12,2,2,1
usr_0666,53,0,67749.47,0,3,3,50.0,-127.6,1,0,0,5.02,0,0,0,1,1,3,0.273,90,0,0,1
usr_0667,52,1,61326.07,0,3,0,171.4,-5.7,4,0,0,5.55,0,0,0,0,0,0,0.005,999,1,0,0
usr_0668,36,1,74262.7,0,4,0,168.1,-14.8,3,0,0,4.27,0,0,0,1,0,0,0.005,999,1,3,0
usr_0669,37,0,54522.62,0,4,1,132.6,-148.1,4,1,2,83.18,1,1,1,0,0,0,0.005,999,1,1,1
usr_0670,35,1,39126.26,1,2,3,224.7,-26.5,5,1,1,39.0,0,1,1,1,1,1,0.067,60,2,3,1
usr_0671,64,0,52064.79,1,4,0,199.5,47.2,4,1,3,80.82,0,0,0,0,0,0,0.005,999,1,0,1
usr_0672,58,1,41591.75,1,1,0,50.7,-171.3,1,1,1,21.55,0,1,1,0,0,0,0.005,999,1,0,0
usr_0673,31,0,42846.79,1,3,1,50.4,-149.8,2,0,0,6.16,1,1,0,1,1,5,0.263,12,0,1,1
usr_0674,32,1,52398.66,0,3,0,377.3,198.1,7,1,2,45.1,1,0,1,0,0,0,0.005,999,1,3,1
usr_0675,48,0,40736.44,1,3,0,355.3,211.6,7,0,0,3.4,0,0,0,1,1,2,0.222,5,2,3,0
usr_0676,18,0,49456.69,1,1,2,140.7,-57.4,3,1,2,63.88,0,0,1,1,1,1,0.05,90,1,0,1
usr_0677,20,1,20914.94,1,4,2,174.4,6.6,4,0,0,6.62,0,1,0,1,1,5,0.2,90,2,4,1
usr_0678,33,0,58839.29,1,1,1,68.4,-96.4,3,1,1,36.04,1,1,0,1,1,4,0.222,5,1,1,0
usr_0679,40,1,55021.7,1,1,2,209.7,60.4,4,1,2,79.65,1,0,0,0,0,0,0.005,999,1,0,1
usr_0680,28,0,40292.4,1,3,2,70.3,-149.7,1,1,4,112.33,1,0,1,1,1,5,0.156,90,2,0,1
usr_0681,29,1,66866.42,1,2,0,92.4,-56.9,3,1,1,44.24,0,1,0,0,0,0,0.005,999,1,1,1
usr_0682,27,0,71876.26,0,4,1,349.3,199.8,6,1,2,78.3,0,1,0,1,1,4,0.167,60,2,1,1
usr_0683,49,1,26063.92,0,2,0,119.7,-91.4,2,0,0,4.34,1,1,0,1,1,1,0.045,90,2,0,1
usr_0684,33,1,41270.95,0,1,0,196.5,22.3,7,1,2,35.1,1,1,1,1,1,0,0.005,999,2,4,1
usr_0685,25,0,41155.44,0,4,2,47.8,-127.5,1,1,2,82.86,1,0,1,0,0,0,0.005,999,1,2,1
usr_0686,55,0,38081.74,1,2,3,59.0,-162.3,2,0,0,4.56,1,0,0,1,0,0,0.005,999,1,3,1
usr_0687,29,0,69930.55,1,1,3,247.8,15.3,6,1,1,32.09,0,0,0,1,1,6,0.375,90,2,1,1
usr_0688,41,1,51511.13,1,3,2,194.0,99.1,4,0,0,5.66,1,1,0,1,1,2,0.125,5,1,2,0
usr_0689,45,0,50238.73,1,2,0,60.8,-114.0,2,1,1,27.87,1,0,0,0,0,0,0.005,999,1,1,1
usr_0690,25,1,18930.48,1,3,0,235.6,112.0,5,0,0,4.4,1,1,0,1,1,2,0.069,60,2,2,0
usr_0691,45,0,66437.52,0,2,3,346.2,181.7,7,1,1,27.5,0,0,0,0,0,0,0.005,999,1,4,1
usr_0692,53,0,32693.35,0,4,1,299.6,119.9,6,1,4,181.1,0,1,0,1,1,5,0.167,60,2,2,1
usr_0693,43,1,56078.79,1,4,2,148.9,-16.9,3,0,0,5.32,0,0,0,1,1,4,0.222,180,2,1,0
usr_0694,25,1,59992.78,1,3,2,138.8,-0.2,5,1,1,25.82,0,0,0,0,0,0,0.005,999,1,0,1
usr_0695,45,0,79491.85,1,1,2,166.7,29.7,4,1,1,27.37,0,1,0,0,0,0,0.005,999,1,4,1
usr_0696,45,0,31441.23,0,4,3,277.9,68.8,6,1,3,147.24,1,0,0,1,1,5,0.192,30,1,0,0
usr_0697,54,0,18000.0,0,3,0,242.6,1.2,4,1,1,23.84,0,1,0,0,0,0,0.005,999,1,3,1
usr_0698,58,1,58309.29,1,3,2,292.7,195.1,7,1,1,26.28,0,0,1,0,0,0,0.005,999,1,1,1
usr_0699,53,1,87409.2,0,2,3,102.7,-64.2,2,1,1,28.56,0,0,1,1,1,5,0.312,5,2,1,0
usr_0700,44,1,77301.03,0,4,0,98.9,-110.4,3,1,1,21.14,0,1,0,1,1,2,0.25,60,1,2,0
usr_0701,34,1,58773.87,1,3,2,90.9,-87.8,3,0,0,5.73,1,1,0,1,0,0,0.005,999,1,0,1
usr_0702,26,1,46150.55,0,1,0,135.5,0.5,5,1,1,27.82,0,0,1,0,0,0,0.005,999,1,1,1
usr_0703,50,1,69528.21,1,2,3,152.3,-8.6,4,1,0,4.92,0,1,0,0,0,0,0.005,999,1,0,1
usr_0704,37,1,37476.17,0,4,0,595.2,403.1,9,1,1,42.62,1,0,0,1,1,3,0.12,60,1,2,1
usr_0705,30,0,63574.44,0,1,1,188.4,20.7,5,1,1,22.67,1,0,1,1,0,0,0.005,999,1,0,1
usr_0706,45,0,64098.46,1,4,0,367.5,189.4,8,1,1,30.86,0,0,0,1,1,4,0.308,180,1,0,1
usr_0707,46,0,74083.78,1,3,2,152.6,-26.6,3,0,0,4.45,1,0,0,1,0,0,0.005,999,1,3,1
usr_0708,30,0,104673.88,1,3,0,39.4,-119.6,1,1,3,90.96,1,0,1,1,1,4,0.133,90,1,1,1
usr_0709,63,1,62063.49,1,1,0,47.3,-165.4,1,1,3,73.84,1,0,1,0,0,0,0.005,999,1,0,1
usr_0710,52,1,45838.65,0,1,1,392.4,231.5,8,0,0,6.01,0,0,0,1,1,3,0.25,60,2,1,0
usr_0711,23,0,54539.66,1,4,3,328.5,188.7,7,1,1,34.57,1,1,0,1,0,0,0.005,999,1,1,1
usr_0712,35,0,23156.63,0,1,0,108.9,-160.3,6,1,1,43.22,0,0,1,1,1,1,0.1,30,1,1,0
usr_0713,22,1,42495.16,1,3,0,295.3,118.4,6,0,0,4.56,0,1,0,1,1,2,0.222,12,2,4,0
usr_0714,64,1,47632.92,1,2,2,279.6,203.6,8,1,1,44.94,0,1,1,1,0,0,0.005,999,1,2,1
usr_0715,42,0,45566.41,1,1,1,79.9,-150.3,2,1,1,25.54,0,0,0,1,0,0,0.005,999,1,0,1
usr_0716,19,1,57742.39,1,1,3,371.4,141.3,8,1,3,90.29,1,0,1,0,0,0,0.005,999,1,1,1
usr_0717,27,0,40196.44,0,2,0,420.4,222.1,7,1,3,138.35,1,0,1,1,1,1,0.042,30,2,0,1
usr_0718,47,0,75178.55,0,4,2,162.9,-42.4,4,1,1,55.22,0,1,0,1,1,7,0.467,5,2,0,0
usr_0719,62,1,55003.73,1,2,0,391.5,125.1,7,1,1,45.49,0,0,0,1,1,5,0.156,5,2,4,1
usr_0720,22,1,54832.59,1,2,0,103.3,-38.2,4,1,3,90.63,0,0,0,1,1,2,0.1,60,2,1,1
usr_0721,50,0,49097.9,1,2,2,178.8,-6.5,4,1,3,108.36,1,1,1,1,1,2,0.08,12,2,3,0
usr_0722,18,1,57793.43,0,2,1,113.0,-145.8,3,1,4,149.84,1,1,1,1,1,2,0.083,5,2,0,1
usr_0723,35,1,69851.77,0,2,2,186.0,-81.3,4,0,0,5.58,1,0,0,1,1,2,0.154,60,2,0,0
usr_0724,49,1,39391.66,0,4,0,231.2,65.8,6,1,0,5.69,1,0,0,1,1,1,0.05,12,1,1,0
usr_0725,64,1,43153.9,1,2,1,179.9,-80.5,7,1,2,67.75,1,1,1,1,1,3,0.107,5,1,1,1
usr_0726,28,1,49532.93,1,2,1,41.9,-170.2,1,1,1,27.95,1,1,1,1,0,0,0.005,999,1,2,1
usr_0727,38,1,30774.32,1,1,3,113.9,-125.9,5,1,0,5.08,0,0,0,1,1,6,0.273,12,2,1,1
usr_0728,43,1,40253.36,0,4,0,36.8,-174.0,1,1,0,4.31,1,0,0,1,1,6,0.176,180,1,1,1
usr_0729,42,0,46428.02,1,1,0,195.6,3.4,4,1,3,103.57,1,1,0,0,0,0,0.005,999,1,2,1
usr_0730,39,0,70739.01,1,1,1,123.5,-144.9,3,1,3,120.03,1,1,1,0,0,0,0.005,999,1,2,1
usr_0731,44,0,59726.1,0,3,1,269.1,110.2,6,1,1,29.97,1,1,0,1,1,1,0.091,90,1,3,1
usr_0732,30,1,58484.62,1,3,0,383.2,127.1,6,1,3,94.11,1,0,0,1,1,3,0.15,60,2,1,1
usr_0733,50,0,70316.16,1,2,3,48.9,-213.5,1,1,1,38.43,1,1,0,0,0,0,0.005,999,1,3,1
usr_0734,51,1,52527.31,1,2,0,155.3,-79.2,3,1,2,65.13,1,0,1,0,0,0,0.005,999,1,1,1
usr_0735,58,1,62028.37,1,3,3,173.9,-3.2,4,1,1,35.05,0,0,0,0,0,0,0.005,999,1,2,1
usr_0736,52,0,53142.01,0,1,0,305.1,115.3,4,0,0,4.74,0,1,0,1,1,0,0.005,999,2,3,1
usr_0737,18,1,59776.52,0,4,2,31.4,-97.6,5,1,1,33.62,1,0,1,1,0,0,0.005,999,1,0,1
usr_0738,38,0,44510.34,1,3,3,169.4,7.5,5,1,1,23.37,0,1,1,0,0,0,0.005,999,1,1,1
usr_0739,23,1,18000.0,0,2,0,347.4,142.6,7,1,1,32.98,1,0,1,1,1,2,0.105,60,2,4,1
usr_0740,45,0,52582.98,1,2,3,74.4,-48.5,2,0,0,5.1,1,1,0,0,0,0,0.005,999,1,1,1
usr_0741,34,1,80609.47,1,1,1,199.7,31.6,4,1,4,133.41,1,0,1,1,1,1,0.04,60,2,3,1
usr_0742,22,1,71671.88,1,3,3,366.0,108.2,9,0,0,6.15,1,1,0,1,1,4,0.2,180,2,0,1
usr_0743,48,1,72377.15,1,2,2,113.3,-60.5,2,1,0,4.62,0,0,0,1,1,3,0.115,60,1,2,1
usr_0744,22,1,77250.35,0,2,0,144.6,-76.7,5,1,1,37.77,1,1,0,0,0,0,0.005,999,1,3,0
usr_0745,55,1,56595.84,0,3,0,264.9,62.2,6,1,1,38.14,1,1,1,0,0,0,0.005,999,1,1,1
usr_0746,20,1,58551.68,0,4,0,194.9,27.2,4,1,1,37.92,0,0,0,1,1,0,0.005,999,1,1,1
usr_0747,40,1,43882.27,1,2,0,345.2,171.4,8,1,2,45.98,0,0,0,0,0,0,0.005,999,1,0,1
usr_0748,54,1,49310.69,0,4,0,54.3,-132.4,1,1,1,37.18,1,0,1,1,1,3,0.231,90,2,0,1
usr_0749,54,0,66083.88,0,2,0,121.4,23.4,2,1,1,43.08,1,1,1,1,1,3,0.097,5,2,1,0
usr_0750,27,1,76669.92,1,1,1,32.3,-185.6,1,1,2,56.32,1,0,1,1,0,0,0.005,999,1,3,1
usr_0751,27,1,52489.97,1,1,2,54.0,-121.3,1,1,0,7.33,0,0,0,1,1,0,0.005,999,2,4,1
usr_0752,36,1,46896.59,0,2,0,165.4,-53.9,6,1,1,34.92,0,0,1,0,0,0,0.005,999,1,2,1
usr_0753,34,0,55009.5,1,1,0,405.2,209.7,8,1,3,96.79,0,1,1,1,0,0,0.005,999,1,3,1
usr_0754,38,1,65821.72,1,1,2,162.2,-11.3,5,1,0,4.89,0,0,0,1,0,0,0.005,999,1,2,0
usr_0755,31,0,29010.61,0,4,0,22.8,-165.1,1,1,1,36.84,1,0,1,0,0,0,0.005,999,1,2,0
usr_0756,26,1,18000.0,0,4,0,456.9,268.9,9,1,3,108.73,0,1,0,1,1,4,0.133,180,2,2,1
usr_0757,63,0,45090.34,0,3,0,122.8,-116.2,3,1,1,20.27,1,1,0,1,1,2,0.25,60,2,1,1
usr_0758,18,1,33027.18,1,1,3,189.6,7.1,4,1,1,47.11,1,0,1,1,1,7,0.389,60,2,1,1
usr_0759,62,1,45853.48,0,1,3,526.6,335.1,9,1,4,152.04,1,1,0,0,0,0,0.005,999,1,0,1
usr_0760,30,0,52339.95,1,1,1,190.3,60.8,4,0,0,5.85,0,1,0,1,1,2,0.067,12,2,3,0
usr_0761,21,1,46841.53,1,3,2,96.6,-81.5,2,0,0,4.84,1,0,0,1,1,2,0.111,180,1,0,1
usr_0762,18,0,81144.42,1,4,1,209.7,-28.5,5,1,3,114.96,0,0,0,0,0,0,0.005,999,1,0,1
usr_0763,57,1,60881.41,0,2,2,143.7,-53.5,5,1,3,129.96,0,1,1,1,1,5,0.217,60,2,1,1
usr_0764,49,1,60408.54,1,1,2,237.0,100.2,6,1,1,27.01,0,0,1,1,0,0,0.005,999,1,4,1
usr_0765,51,1,66199.73,1,2,2,267.2,126.2,4,1,1,38.67,1,0,1,1,0,0,0.005,999,1,2,1
usr_0766,45,1,34501.0,1,2,0,83.5,-66.8,2,1,2,60.21,0,0,1,1,1,0,0.005,999,2,1,1
usr_0767,48,1,73704.01,1,2,0,126.9,-93.1,3,1,2,55.1,0,1,1,1,1,1,0.083,12,2,2,0
usr_0768,25,0,53636.24,1,3,1,122.7,-92.4,2,1,1,25.08,0,0,1,0,0,0,0.005,999,1,4,1
usr_0769,56,0,67068.65,1,3,3,55.5,13.7,2,0,0,5.28,0,1,0,1,1,5,0.263,12,2,1,0
usr_0770,43,1,35706.57,1,1,1,297.1,120.4,6,1,1,36.32,0,0,1,1,1,1,0.067,60,2,1,0
usr_0771,51,1,27032.34,1,1,3,117.2,-68.7,5,1,3,89.45,1,1,0,0,0,0,0.005,999,1,1,1
usr_0772,20,1,69722.01,0,4,3,57.3,-84.2,1,1,3,30.48,1,1,0,1,1,3,0.12,5,2,1,0
usr_0773,29,1,61775.37,0,1,0,131.7,-32.7,3,1,4,130.41,1,0,1,1,1,5,0.312,180,1,4,1
usr_0774,18,0,38763.07,0,1,2,438.6,205.4,9,1,3,123.79,1,1,1,1,1,5,0.147,60,2,2,1
usr_0775,61,1,39346.06,1,1,2,68.2,-128.2,2,1,1,21.54,1,0,1,1,1,2,0.083,180,0,2,1
usr_0776,22,0,75257.83,1,1,3,214.0,54.0,6,1,1,26.3,0,1,1,1,1,4,0.19,30,2,1,1
usr_0777,47,1,33590.59,1,2,3,252.3,79.8,5,1,2,71.05,1,0,0,0,0,0,0.005,999,1,4,1
usr_0778,47,0,84568.11,1,4,2,148.0,-22.9,4,1,2,23.06,1,0,0,1,1,2,0.125,180,1,0,1
usr_0779,34,0,38788.83,1,2,0,159.7,-31.6,3,1,1,27.73,0,1,1,1,1,4,0.133,180,2,0,1
usr_0780,64,0,66491.05,1,2,2,310.1,187.3,7,0,0,5.84,1,1,0,0,0,0,0.005,999,1,0,1
usr_0781,40,0,49084.87,0,3,0,185.8,32.6,5,1,3,82.53,1,0,1,0,0,0,0.005,999,1,2,1
usr_0782,32,1,65857.37,1,2,2,84.9,-136.5,2,1,1,21.62,1,0,1,1,1,1,0.053,60,0,2,1
usr_0783,54,0,45205.95,0,4,3,252.8,75.7,6,1,1,22.0,1,0,1,1,1,1,0.125,5,2,1,0
usr_0784,38,0,52069.73,0,4,1,124.6,-21.4,3,1,1,19.1,0,1,0,0,0,0,0.005,999,1,2,0
usr_0785,31,0,55736.55,0,1,2,158.8,11.1,3,1,2,53.87,1,0,1,0,0,0,0.005,999,1,1,1
usr_0786,19,0,36960.63,0,3,1,119.1,-89.7,3,0,0,4.49,0,0,0,0,0,0,0.005,999,1,0,1
usr_0787,28,0,68334.84,1,2,1,178.1,18.8,5,1,2,101.79,1,0,1,1,1,2,0.091,30,0,0,1
usr_0788,56,0,45762.16,1,4,0,267.1,66.7,5,1,1,32.29,1,1,1,0,0,0,0.005,999,1,1,1
usr_0789,55,1,50885.2,0,2,2,47.4,-107.5,1,0,0,5.34,1,0,0,1,1,2,0.222,5,1,3,0
usr_0790,51,1,37101.71,1,4,3,180.1,45.3,5,1,1,24.47,0,0,0,0,0,0,0.005,999,1,2,1
usr_0791,55,1,18000.0,1,3,3,93.9,-95.9,8,1,2,30.53,0,0,1,1,1,4,0.4,12,0,0,1
usr_0792,51,1,51561.5,0,1,0,95.1,-81.0,3,1,4,187.25,0,0,1,1,1,6,0.176,12,2,0,1
usr_0793,35,0,98427.08,1,2,3,132.2,-75.2,4,1,2,54.48,0,1,0,1,1,6,0.5,5,2,3,0
usr_0794,47,1,69122.88,0,4,2,79.5,-135.9,2,1,3,113.25,1,1,0,1,0,0,0.005,999,1,0,1
usr_0795,32,1,54653.31,1,4,0,75.2,-90.5,2,0,0,5.64,1,1,0,0,0,0,0.005,999,1,1,0
usr_0796,44,1,50267.97,1,1,0,271.5,77.5,5,0,0,5.2,1,0,0,1,0,0,0.005,999,1,0,0
usr_0797,51,0,55404.39,0,3,0,135.3,-29.1,4,1,1,39.63,1,1,1,0,0,0,0.005,999,1,1,0
usr_0798,55,0,64848.14,0,2,3,138.9,-66.4,4,1,1,34.22,0,0,0,1,1,5,0.333,12,1,1,0
usr_0799,50,0,33745.37,1,1,2,263.7,74.4,6,1,2,70.2,0,0,1,0,0,0,0.005,999,1,0,1
usr_0800,41,0,75057.79,1,2,2,146.4,-8.6,5,1,2,83.4,0,1,1,1,1,5,0.312,12,0,1,1
usr_0801,32,1,67876.86,0,1,0,130.0,-21.7,2,1,4,114.89,1,0,0,1,0,0,0.005,999,1,1,1
usr_0802,47,1,67927.34,1,4,2,161.4,-29.3,3,1,1,44.44,1,0,0,1,1,3,0.167,90,0,0,1
usr_0803,59,1,62892.56,1,2,0,168.4,-58.1,6,1,1,26.34,1,1,0,1,1,2,0.091,5,0,2,0
usr_0804,34,1,55353.1,1,4,1,429.8,213.7,8,1,1,32.61,0,0,1,1,1,2,0.087,12,1,3,0
usr_0805,22,1,67111.5,1,1,2,285.8,143.5,5,0,0,4.29,0,1,0,1,1,2,0.167,180,2,0,0
usr_0806,46,1,65652.65,1,2,0,144.0,-2.5,5,1,1,18.97,1,1,1,1,1,2,0.077,30,2,0,1
usr_0807,21,1,48627.27,1,1,3,90.6,-61.8,3,1,1,43.05,0,0,1,0,0,0,0.005,999,1,0,1
usr_0808,27,0,44675.17,1,1,0,110.5,-45.6,3,1,1,35.81,1,0,1,1,0,0,0.005,999,1,1,1
usr_0809,34,0,56833.41,1,1,2,127.6,20.3,5,1,1,58.41,0,0,0,1,1,1,0.037,5,2,3,0
usr_0810,27,0,82882.36,0,1,1,135.0,-76.6,4,0,0,4.92,0,0,0,0,0,0,0.005,999,1,0,0
usr_0811,34,1,32696.07,0,3,1,118.1,-43.7,3,1,1,31.91,1,0,1,1,1,1,0.043,12,0,1,0
usr_0812,37,1,28584.55,1,1,0,426.9,228.4,9,1,1,46.28,0,1,0,1,0,0,0.005,999,1,0,1
usr_0813,41,0,57965.7,1,2,0,176.4,9.0,4,1,0,4.89,1,0,0,1,1,4,0.4,60,2,1,0
usr_0814,22,1,55915.98,0,2,3,241.8,62.7,6,1,1,33.85,1,0,1,1,0,0,0.005,999,1,0,1
usr_0815,51,0,58120.15,1,4,0,251.9,99.3,7,1,1,18.73,0,0,1,1,1,2,0.167,30,2,4,0
usr_0816,23,1,59391.16,1,4,3,182.6,3.7,7,1,1,20.61,1,0,0,0,0,0,0.005,999,1,2,1
usr_0817,19,0,50982.36,0,2,3,248.0,102.8,5,0,0,4.44,1,1,0,0,0,0,0.005,999,1,1,1
usr_0818,30,0,81817.54,1,2,0,340.3,161.1,7,1,1,28.04,0,0,1,1,1,1,0.036,60,1,3,1
usr_0819,60,1,26183.73,0,1,0,175.5,-62.8,5,1,2,67.6,1,1,1,1,0,0,0.005,999,1,0,1
usr_0820,60,0,40087.05,0,4,2,66.1,-134.7,2,1,1,42.98,1,0,0,1,1,3,0.1,180,1,0,1
usr_0821,28,0,53141.41,1,1,3,305.9,114.3,5,1,2,77.84,0,0,1,1,1,3,0.167,30,2,4,1
usr_0822,64,0,25422.6,1,1,3,313.2,186.0,7,1,1,26.43,1,0,0,0,0,0,0.005,999,1,1,1
usr_0823,40,1,51834.62,0,1,1,236.3,33.6,5,1,1,39.4,0,0,1,1,1,4,0.133,180,2,4,1
usr_0824,33,1,84906.46,1,2,2,284.2,77.6,6,1,2,49.38,1,1,1,0,0,0,0.005,999,1,2,1
usr_0825,48,0,55375.96,1,1,0,114.8,-75.9,4,1,1,22.86,1,0,0,0,0,0,0.005,999,1,4,1
usr_0826,28,1,59152.62,0,3,3,360.4,171.8,6,1,2,70.11,0,1,1,1,0,0,0.005,999,1,2,1
usr_0827,33,1,32317.03,0,1,3,399.2,224.8,11,1,1,25.48,0,0,0,0,0,0,0.005,999,1,0,1
usr_0828,25,0,43905.49,1,3,0,162.1,-43.9,3,1,1,26.87,0,1,1,1,1,5,0.333,30,0,3,1
usr_0829,21,0,48246.47,0,1,0,357.5,121.6,6,1,2,79.9,0,0,0,0,0,0,0.005,999,1,0,0
usr_0830,57,0,49281.13,1,1,0,299.3,106.1,7,0,0,5.82,1,0,0,0,0,0,0.005,999,1,2,1
usr_0831,21,0,78069.59,1,4,0,90.0,-51.1,3,1,1,29.03,1,0,0,1,1,3,0.188,90,2,1,0
usr_0832,42,1,65038.44,1,1,3,62.9,-81.3,5,0,0,4.73,0,0,0,1,1,1,0.067,60,1,2,1
usr_0833,20,0,34993.76,0,4,1,91.6,-117.4,2,1,1,26.12,1,1,1,0,0,0,0.005,999,1,2,1
usr_0834,49,1,59437.09,1,2,0,184.5,43.0,4,0,0,5.4,1,0,0,1,1,3,0.176,12,1,3,1
usr_0835,20,1,63967.99,1,1,0,111.6,-76.4,3,1,1,39.73,1,0,0,1,1,1,0.111,12,2,3,0
usr_0836,44,0,75522.68,0,4,3,137.4,-28.8,3,1,2,86.78,1,0,1,1,1,3,0.12,180,2,3,1
usr_0837,46,1,83449.73,0,1,2,57.7,-79.4,1,1,2,68.1,1,0,0,0,0,0,0.005,999,1,1,1
usr_0838,49,0,36728.3,0,4,1,376.0,162.7,7,1,1,29.19,0,1,1,1,1,2,0.065,30,2,3,1
usr_0839,36,1,40404.56,1,1,0,124.3,-84.0,3,1,4,156.97,0,1,1,1,0,0,0.005,999,1,2,1
usr_0840,38,1,32363.6,1,4,3,367.6,241.8,9,1,1,42.25,1,1,1,0,0,0,0.005,999,1,3,1
usr_0841,22,1,50787.64,0,1,3,201.8,2.5,5,1,1,28.16,0,0,1,0,0,0,0.005,999,1,4,0
usr_0842,35,1,63394.45,1,2,0,214.5,21.1,5,1,2,52.59,1,1,0,1,1,2,0.118,30,2,0,1
usr_0843,45,0,72772.02,0,3,0,114.0,-99.5,3,1,2,39.66,1,1,1,0,0,0,0.005,999,1,1,1
usr_0844,59,1,53632.88,1,4,0,249.0,62.3,7,1,2,52.19,1,0,0,0,0,0,0.005,999,1,3,1
usr_0845,39,1,49242.74,1,4,0,116.1,-121.0,3,0,0,4.29,0,0,0,0,0,0,0.005,999,1,0,1
usr_0846,38,1,57731.64,1,4,1,263.8,88.9,6,1,1,27.23,0,1,1,1,1,2,0.087,30,0,1,1
usr_0847,23,1,39967.43,1,4,3,102.0,-67.1,3,1,3,118.36,0,0,1,1,1,2,0.067,30,1,3,1
usr_0848,18,1,92611.7,1,1,1,47.1,-93.9,1,1,1,47.74,0,1,1,0,0,0,0.005,999,1,0,1
usr_0849,22,0,26062.1,1,1,3,506.1,363.5,8,1,2,64.4,0,0,0,1,1,1,0.111,180,2,4,0
usr_0850,58,0,58325.33,1,1,1,469.3,330.3,9,1,1,31.87,1,0,1,1,0,0,0.005,999,1,4,1
usr_0851,29,1,91424.91,1,2,2,126.6,-62.1,4,1,2,72.78,0,1,0,0,0,0,0.005,999,1,1,1
usr_0852,43,0,55122.4,0,2,2,214.0,44.8,4,1,1,27.4,0,1,1,1,1,3,0.2,90,1,2,1
usr_0853,63,1,51579.3,0,2,0,250.1,56.9,5,1,1,26.82,0,0,1,1,1,4,0.4,180,2,0,1
usr_0854,51,1,48565.98,0,1,1,167.5,35.9,4,1,0,2.99,0,1,0,1,1,3,0.188,90,1,2,1
usr_0855,31,0,51752.95,1,3,2,233.0,87.2,7,1,2,45.67,0,0,0,0,0,0,0.005,999,1,1,1
usr_0856,43,0,79711.27,1,1,0,163.2,18.1,5,1,2,78.4,0,1,0,1,1,1,0.042,60,2,3,1
usr_0857,62,1,18000.0,1,2,1,140.6,-126.2,3,1,0,5.76,1,1,0,1,1,3,0.375,5,2,0,0
usr_0858,44,0,82601.81,0,2,1,281.1,107.7,9,1,2,81.78,0,1,0,1,1,0,0.005,999,2,2,1
usr_0859,26,1,29368.77,1,3,3,331.5,154.2,6,1,1,36.23,1,0,1,1,1,3,0.12,90,2,2,1
usr_0860,43,0,50200.26,1,3,1,295.3,118.4,5,0,0,4.61,1,0,0,0,0,0,0.005,999,1,0,0
usr_0861,64,1,47273.6,1,3,3,486.3,244.2,12,1,1,38.48,0,1,0,1,0,0,0.005,999,1,3,1
usr_0862,39,0,65593.96,1,1,1,227.2,111.7,4,0,0,4.1,1,0,0,1,1,1,0.037,30,2,4,0
usr_0863,64,1,26233.76,1,2,2,82.6,-95.0,2,1,1,25.76,0,0,1,0,0,0,0.005,999,1,2,1
usr_0864,47,1,63319.11,0,1,1,138.2,23.1,4,1,1,37.71,0,1,0,0,0,0,0.005,999,1,2,0
usr_0865,60,1,91437.57,1,2,3,118.9,34.1,2,1,2,28.87,0,0,1,0,0,0,0.005,999,1,1,1
